Station	Year	Month	Day	Max Temp. (degree Celcius)	Min Temp. (degree Celcius)	Rainfall (mm)	Actual Evaporation (mm)	"Relative Humidity (morning, %)"	"Relative Humidity (afternoon, %)"	Sunshine (hour/day)	Cloudy (hour/day)	Solar Radiation (cal/cm^2/day)
Barisal	2019	6	28	32.4	28	23	20.4	87	82	3.2	10.3	292.35
Barisal	2019	6	29	32.4	27	0	20.1	96	76	5.2	8.3	356.82
Barisal	2019	6	30	33.2	27	4	20.1	92	68	6.2	7.3	389.05
Barisal	2019	7	1	29	26.8	15	3	91	82	2.1	11.3	255.22
Barisal	2019	7	2	29	26.6	44.2	2	91	83	2	11.4	252
Barisal	2019	7	3	30	26	6	4	96	92	4	9.4	316.4
Barisal	2019	7	4	31.6	26.4	9.1	4	92	83	4	9.4	316.4
Barisal	2019	7	5	31	27	19.4	4	91	83	4	9.4	316.4
Barisal	2019	7	6	28.8	26.6	10.3	2	91	83	2	11.4	252
Barisal	2019	7	7	27.6	26.6	20.1	3	96	91	3	10.4	284.2
Barisal	2019	7	8	28.2	26	30	2	96	96	2	11.4	252
Barisal	2019	7	9	27.4	25.8	13.2	2	96	91	2	11.4	252
Barisal	2019	7	10	28	26	0	2	91	92	2	11.4	252
Barisal	2019	7	11	28.2	26	23.2	2	91	91	2	11.4	252
Barisal	2019	7	12	30	26	20	2	91	91	2	11.4	252
Barisal	2019	7	13	29.6	26	35.1	3	96	92	3	10.4	284.2
Barisal	2019	7	14	31.6	23.4	2	2	91	82	2	11.4	252
Barisal	2019	7	15	32.6	25.8	0	3	92	84	3	10.4	284.2
Barisal	2019	7	16	34	26.8	0	3	92	77	3	10.4	284.2
Barisal	2019	7	17	35	27.6	0	5	92	69	5	8.4	348.6
Barisal	2019	7	18	31	27.8	0.5	2	92	91	2	11.4	252
Barisal	2019	7	19	32.6	26	0	3	91	68	3	10.4	284.2
Barisal	2019	7	20	34	27	0	5	92	68	5	8.4	348.6
Barisal	2019	7	21	34.6	27.8	0	4	92	62	4	9.4	316.4
Barisal	2019	7	22	34.6	27.8	2.4	2.4	92	62	2.4	11	264.88
Barisal	2019	7	23	34.6	27	2	3	92	62	3	10.4	284.2
Barisal	2019	7	24	33.6	27	5	2	92	68	2	11.4	252
Barisal	2019	7	25	32	25.8	62	2	91	96	2	11.4	252
Barisal	2019	7	26	32	25	25	2	91	82	2	11.4	252
Barisal	2019	7	27	29	25	9.3	3	91	83	3	10.4	284.2
Barisal	2019	7	28	28.6	25.6	4	3	91	82	3	10.4	284.2
Barisal	2019	7	29	30	26	9	3	91	92	3	10.4	284.2
Barisal	2019	7	30	28.6	25.8	15.1	1	96	91	1	12.4	219.8
Barisal	2019	7	31	30	26	0	3	91	83	3	10.4	284.2
Barisal	2019	8	1	31.6	26	0	3	91	74	8.1	4.7	450.33
Barisal	2019	8	2	32	26	0	4	91	60	9.3	3.5	489.88
Barisal	2019	8	3	32.4	26.8	0	3	91	76	9.2	3.6	486.58
Barisal	2019	8	4	33.6	27	0	4	92	76	7.4	5.4	427.26
Barisal	2019	8	5	36.6	27.2	14	4	92	62	9.3	3.5	489.88
Barisal	2019	8	6	31.6	27.6	4	6	91	82	9.7	3.1	503.06
Barisal	2019	8	7	31	26	16	3	91	83	3.9	8.9	311.92
Barisal	2019	8	8	31.6	26	13	3	91	82	7.6	5.2	433.86
Barisal	2019	8	9	28.4	26.4	7	1	91	83	0	12.8	183.4
Barisal	2019	8	10	31.6	26	9	2	91	83	3.3	9.5	292.15
Barisal	2019	8	11	34.4	26.6	35.1	3	92	82	9.3	3.5	489.88
Barisal	2019	8	12	31	26.6	20	2	91	91	3.2	9.6	288.86
Barisal	2019	8	13	27.6	26	82	1	91	91	0	12.8	183.4
Barisal	2019	8	14	28.6	25	2	1	91	83	0	12.8	183.4
Barisal	2019	8	15	29.4	25.8	17	2	96	91	3	9.8	282.26
Barisal	2019	8	16	31.6	26.6	14.1	2	91	76	0	12.8	183.4
Barisal	2019	8	17	28.8	25	20	2	91	91	0	12.8	183.4
Barisal	2019	8	18	31.6	25	0	4	96	83	7.6	5.2	433.86
Barisal	2019	8	19	32.2	26	0	4	91	83	8.7	4.1	470.11
Barisal	2019	8	20	32.2	27	0	3	91	76	7.4	5.4	427.26
Barisal	2019	8	21	32.6	26.6	0	2	91	82	6.1	6.7	384.42
Barisal	2019	8	22	32.8	27	0	4	91	84	6.9	5.9	410.79
Barisal	2019	8	23	31.6	27	0	3	91	82	6.6	6.2	400.9
Barisal	2019	8	24	31.8	26.6	0	2	91	82	4.8	8	341.58
Barisal	2019	8	25	31	26.6	5	3	91	82	4.9	7.9	344.88
Barisal	2019	8	26	32.6	26.2	0	4	91	76	9.8	3	506.36
Barisal	2019	8	27	32.2	26.6	0	4	91	53	9.4	3.4	493.17
Barisal	2019	8	28	32.4	26.6	0	4	92	82	9.3	3.5	489.88
Barisal	2019	8	29	32.4	26.8	0	4	92	82	9.2	3.6	486.58
Barisal	2019	8	30	33.8	27	0	5	91	69	8.5	4.3	463.51
Barisal	2019	8	31	34.6	27	20	4	82	76	6	6.8	381.13
Barisal	2019	9	1	32.4	26.8	0	4	91	76	0	12.2	162.6
Barisal	2019	9	2	32.2	26.6	0	4	91	76	9.4	2.8	450.75
Barisal	2019	9	3	31.4	26.8	11	3	91	75	8.4	3.8	420.09
Barisal	2019	9	4	30	26.8	5	3	96	83	5.4	6.8	328.13
Barisal	2019	9	5	31	26.6	3	2	96	83	6.3	5.9	355.72
Barisal	2019	9	6	31.2	26.4	5	4	91	83	7.2	5	383.31
Barisal	2019	9	7	30	26.4	3	2	96	91	2.5	9.7	239.24
Barisal	2019	9	8	28.4	26	17	2	91	83	0	12.2	162.6
Barisal	2019	9	9	31.6	26	0	2	96	87	3.6	8.6	272.95
Barisal	2019	9	10	31	26.4	5.4	2	91	92	2.7	9.5	245.37
Barisal	2019	9	11	30.6	25.8	6	2	91	83	3	9.2	254.56
Barisal	2019	9	12	29.2	26	30	1	96	87	1.1	11.1	196.32
Barisal	2019	9	13	29.8	26	2	1	96	83	1.3	10.9	202.45
Barisal	2019	9	14	32	25.6	0	3	96	83	6.5	5.7	361.85
Barisal	2019	9	15	32	26	0	2	91	82	4.6	7.6	303.61
Barisal	2019	9	16	33.6	26	0	2	92	76	6.4	5.8	358.79
Barisal	2019	9	17	33.8	26	0	4	91	52	6.3	5.9	355.72
Barisal	2019	9	18	32.6	26	0	4	91	52	6.1	6.1	349.59
Barisal	2019	9	19	34.2	26.2	0	4	91	59	9.7	2.5	459.94
Barisal	2019	9	20	33	26	0	2	82	87	6.3	5.9	355.72
Barisal	2019	9	21	30.2	26.2	0	1	91	87	0	12.2	162.6
Barisal	2019	9	22	33.6	25.6	23	2	91	69	6.2	6	352.66
Barisal	2019	9	23	31	24.8	2	2	90	76	4.5	7.7	300.54
Barisal	2019	9	24	28.8	25	13	1	96	83	4.8	7.4	309.74
Barisal	2019	9	25	33.8	24.6	20	1	96	62	1.9	10.3	220.84
Barisal	2019	9	26	30	24	2	2	90	75	3.2	9	260.69
Barisal	2019	9	27	29.8	23.8	0	2	90	75	1.7	10.5	214.71
Barisal	2019	9	28	29.4	24	15.1	2	91	75	0.8	11.4	187.12
Barisal	2019	9	29	28.8	24.2	29	2	91	81	1.2	11	199.38
Barisal	2019	9	30	31.2	23.2	41		90	75	4.9	7.3	312.81
Barisal	2019	10	1	28.6	23.6	65	1	91	83	4	7.6	263.23
Barisal	2019	10	2	31	24.4	0	3	91	83	6	5.6	321.44
Barisal	2019	10	3	32.4	24.8	0	2	91	82	7.4	4.2	362.19
Barisal	2019	10	4	33.6	24.6	0	2	90	68	7.9	3.7	376.74
Barisal	2019	10	5	34	23.8	0	2	91	61	8.7	2.9	400.03
Barisal	2019	10	6	31.6	25.6	28	2	86	68	2.5	9.1	219.57
Barisal	2019	10	7	32.6	23.8	0	2	90	83	7.2	4.4	356.37
Barisal	2019	10	8	31.6	24.4	18.5	2	90	74	7.1	4.5	353.46
Barisal	2019	10	9	28.4	24	11	1	90	82	1.3	10.3	184.64
Barisal	2019	10	10	28.2	24.2	0	2	91	83	0	11.6	146.8
Barisal	2019	10	11	31.2	23.6	0	3	90	83	6.3	5.3	330.17
Barisal	2019	10	12	31	23.8	0	3	91	75	7.2	4.4	356.37
Barisal	2019	10	13	32	24	0	3	90	75	8.3	3.3	388.39
Barisal	2019	10	14	32	22.8	0	3	90	59	7.9	3.7	376.74
Barisal	2019	10	15	32.6	22.8	0	3	80	60	9.8	1.8	432.05
Barisal	2019	10	16	33.6	23	18	3	91	59	5.5	6.1	306.89
Barisal	2019	10	17	32.4	24	0	2	90	96	7.5	4.1	365.1
Barisal	2019	10	18	32.8	24.2	0	2	91	60	6.9	4.7	347.64
Barisal	2019	10	19	33.6	25	0	2	91	61	7.7	3.9	370.92
Barisal	2019	10	20	32.4	25.2	0	3	81	64	7.3	4.3	359.28
Barisal	2019	10	21	32	25	0	3	90	60	7.4	4.2	362.19
Barisal	2019	10	22	31.8	24.8	0	2	91	76	3.2	8.4	239.94
Barisal	2019	10	23	32.6	24.4	9	2	91	76	4.9	6.7	289.42
Barisal	2019	10	24	27.6	23.6	0	1	91	76	9	2.6	408.76
Barisal	2019	10	25	23.6	22	44	1	90	90	0	11.6	146.8
Barisal	2019	10	26	29	22.4	30	1	95	83	1.2	10.4	181.73
Barisal	2019	10	27	29.4	22.6	0	2	90	74	7.4	4.2	362.19
Barisal	2019	10	28	28	22	0	2	90	66	7.8	3.8	373.83
Barisal	2019	10	29	30.4	22	0	2	90	74	6.3	5.3	330.17
Barisal	2019	10	30	32	21.6	0	2	91	66	7.3	4.3	359.28
Barisal	2019	10	31	31	21.4	0	2	91	67	7.5	4.1	365.1
Barisal	2019	11	1	31	21	0	1	90	58	6.9	4.1	230.67
Barisal	2019	11	2	31	21	0	3	91	59	7.3	3.7	220.29
Barisal	2019	11	3	32	21	0	3	90	66	7.2	3.8	222.88
Barisal	2019	11	4	31.6	21	0	2	91	58	7.4	3.6	217.69
Barisal	2019	11	5	32	21	0	2	79	67	7.3	3.7	220.29
Barisal	2019	11	6	29.4	21	0	1	79	74	2.2	8.8	352.73
Barisal	2019	11	7	32	19.4	0	1	89	58	0	11	409.86
Barisal	2019	11	8	26	19.8	28	1	80	82	0	11	409.86
Barisal	2019	11	9	23.6	22.8	15.7	0	95	90	0	11	409.86
Barisal	2019	11	10	23	22	21.3	0	90	95	0	11	409.86
Barisal	2019	11	11	26	21.4	0	1	95	91	3.5	7.5	318.97
Barisal	2019	11	12	28	20.5	0	2	91	73	7.5	3.5	215.09
Barisal	2019	11	13	28	20.5	0	2	90	66	6.5	4.5	241.06
Barisal	2019	11	14	29.8	19.6	0	1	89	66	7.6	3.4	212.49
Barisal	2019	11	15	30.6	19.8	0	2	78	66	7.5	3.5	215.09
Barisal	2019	11	16	29.4	19.6	0	1	83	65	7.6	3.4	212.49
Barisal	2019	11	17	28.6	19.2	0	2	89	56	7.1	3.9	225.48
Barisal	2019	11	18	28.6	18	0	2	77	64	7.5	3.5	215.09
Barisal	2019	11	19	28.4	22	0	2	77	73	6.7	4.3	235.87
Barisal	2019	11	20	28	17.6	0	1	82	54	7	4	228.08
Barisal	2019	11	21	27.6	16	0	1	82	64	6.3	4.7	246.25
Barisal	2019	11	22	28.4	16.4	0	1	77	64	6.4	4.6	243.66
Barisal	2019	11	23	28	17.8	0	1	77	72	6.2	4.8	248.85
Barisal	2019	11	24	27.6	17.8	0	1	88	72	5.2	5.8	274.82
Barisal	2019	11	25	28	18	0	2	88	64	5.5	5.5	267.03
Barisal	2019	11	26	28.4	18	0	2	89	65	7.8	3.2	207.3
Barisal	2019	11	27	28	18.2	0	2	88	66	7.2	3.8	222.88
Barisal	2019	11	28	30.4	18	0	2	77	66	7.4	3.6	217.69
Barisal	2019	11	29	30	18	0	1	77	64	7.1	3.9	225.48
Barisal	2019	11	30	26	17.8	0	2	88	58	7.4	3.6	217.69
Barisal	2019	12	1	26.6	17	0	1	77	63	5.6	561.4	249.9
Barisal	2019	12	2	26.2	16.8	0	2	88	63	6.8	560.2	279.15
Barisal	2019	12	3	26	14	0	1	87	41	6.8	560.2	279.15
Barisal	2019	12	4	26.2	14	0	2	74	63	6.8	560.2	279.15
Barisal	2019	12	5	28	13.8	0	2	87	57	7.6	559.4	298.66
Barisal	2019	12	6	30.6	14	0	1	88	48	7.4	559.6	293.78
Barisal	2019	12	7	30	15	0	2	75	56	7.4	559.6	293.78
Barisal	2019	12	8	28.4	15.8	0	1	75	64	6.1	560.9	262.09
Barisal	2019	12	9	28	16.6	0	1	86	56	4.3	562.7	218.22
Barisal	2019	12	10	26	15	0	1	88	43	6.3	560.7	266.97
Barisal	2019	12	11	26.4	16	0	2	87	53	6.4	560.6	269.4
Barisal	2019	12	12	26	16	0	2	88	63	6.8	560.2	279.15
Barisal	2019	12	13	26	15	0	1	88	62	6.5	560.5	271.84
Barisal	2019	12	14	26.4	14.8	0	1	87	51	6.6	560.4	274.28
Barisal	2019	12	15	27.6	14.8	0	1	88	63	6.3	560.7	266.97
Barisal	2019	12	16	26.6	16	0	2	88	63	6.8	560.2	279.15
Barisal	2019	12	17	26	15.8	0	1	88	53	6.8	560.2	279.15
Barisal	2019	12	18	23	15	0	2	88	50	7.4	559.6	293.78
Barisal	2019	12	19	19.6	13	0	1	87	67	4.3	562.7	218.22
Barisal	2019	12	20	21	14	0	1	87	68	4.5	562.5	223.09
Barisal	2019	12	21	19	10.8	0	1	86	77	3.1	563.9	188.96
Barisal	2019	12	22	20	11	0	1	86	77	4.2	562.8	215.78
Barisal	2019	12	23	22	11.6	0	2	86	53	6.2	560.8	264.53
Barisal	2019	12	24	22.4	12	0	1	87	69	6.7	560.3	276.72
Barisal	2019	12	25	22.4	12	0	1	87	69	5.2	561.8	240.15
Barisal	2019	12	26	19.4	12.8	4	1	86	78	0.7	566.3	130.46
Barisal	2019	12	27	17	11.8	10.1	1	86	88	0	567	113.4
Barisal	2019	12	28	17.4	13.2	0	1	87	76	2.5	564.5	174.34
Barisal	2019	12	29	22	11	0	1	86	69	6.5	560.5	271.84
Barisal	2019	12	30	22.4	10.8	0	2	86	79	6.9	560.1	281.59
Barisal	2019	12	31	25	11.2	0	1	86	71	6.8	560.2	279.15
Barisal	2020	1	1	25.4	11.8	0	1	86	51	7.6	3.2	310.56
Barisal	2020	1	2	23	14	4	1	88	71	1.7	9.1	161.54
Barisal	2020	1	3	17	15.8	54	1	88	88	0	10.8	118.6
Barisal	2020	1	4	19	16.6	0	1	88	89	0.2	10.6	123.65
Barisal	2020	1	5	22	15.8	0	1	88	79	5.5	5.3	257.52
Barisal	2020	1	6	20.2	17.4	0	2	86	79	6.6	4.2	285.3
Barisal	2020	1	7	19.4	11.4	0	1	86	67	6.5	4.3	282.77
Barisal	2020	1	8	21.4	11.6	0	1	87	68	5.7	5.1	262.57
Barisal	2020	1	9	22.6	13	0	1	87	70	5.7	5.1	262.57
Barisal	2020	1	10	23	13.8	0	1	87	70	4.9	5.9	242.36
Barisal	2020	1	11	19.6	12.8	0	1	87	67	3.9	6.9	217.1
Barisal	2020	1	12	19	12.4	0	1	85	88	2.2	8.6	174.17
Barisal	2020	1	13	22	12.8	0	2	87	75	5.2	5.6	249.94
Barisal	2020	1	14	24.4	10.8	0	2	88	70	7.1	3.7	297.93
Barisal	2020	1	15	24.4	11	0	1	86	71	6.4	4.4	280.25
Barisal	2020	1	16	26.6	12.6	0	2	87	63	7.3	3.5	302.98
Barisal	2020	1	17	28	13	0	2	87	53	7.8	3	315.61
Barisal	2020	1	18	28.6	14	0	2	87	63	7.3	3.5	302.98
Barisal	2020	1	19	27.4	13.6	0	1	87	53	6.8	4	290.35
Barisal	2020	1	20	23	13.8	0	2	88	59	5.5	5.3	257.52
Barisal	2020	1	21	23	11.6	0	2	87	70	7.6	3.2	310.56
Barisal	2020	1	22	24.6	11	0	2	85	63	7.7	3.1	313.08
Barisal	2020	1	23	25	11.2	0	1	87	60	5.4	5.4	254.99
Barisal	2020	1	24	24	12.8	0	1	73	48	5.9	4.9	267.62
Barisal	2020	1	25	23	10.8	0	2	86	48	7.2	3.6	300.45
Barisal	2020	1	26	22.8	10	0	2	93	58	7.2	3.6	300.45
Barisal	2020	1	27	23	10.2	0	2	70	48	7.5	3.3	308.03
Barisal	2020	1	28	24.6	11	0	1	86	48	6.2	4.6	275.2
Barisal	2020	1	29	22	11.8	0.2	2	75	78	1.1	9.7	146.38
Barisal	2020	1	30	23.6	14.8	0	1	88	79	1.9	8.9	166.59
Barisal	2020	1	31	22.6	15.6	0	1	88	78	0	10.8	118.6
Barisal	2020	2	1	24	11.8	0	1	86	48	7.7	3.5	361.38
Barisal	2020	2	2	24	11.6	0	2	86	48	7.8	3.4	364.25
Barisal	2020	2	3	23.6	9.8	0	2	85	37	7.7	3.5	361.38
Barisal	2020	2	4	25	9.6	0	2	85	48	7.8	3.4	364.25
Barisal	2020	2	5	25.6	10	0	1	87	37	7.3	3.9	349.88
Barisal	2020	2	6	26.6	12.4	0	2	72	60	7.8	3.4	364.25
Barisal	2020	2	7	26.2	12.8	0	2	72	48	7.2	4	347
Barisal	2020	2	8	22	13	0	1	88	46	1.4	9.8	180.25
Barisal	2020	2	9	25.6	11.6	0	1	76	56	4.3	6.9	263.63
Barisal	2020	2	10	25.6	12	0	2	86	48	8.6	2.6	387.25
Barisal	2020	2	11	25.4	10.8	0	2	86	41	7.4	3.8	352.75
Barisal	2020	2	12	27	11	0	3	85	51	7.6	3.6	358.5
Barisal	2020	2	13	26.6	10.8	0	2	69	30	8.3	2.9	378.63
Barisal	2020	2	14	26.8	10.4	0	2	72	56	7.7	3.5	361.38
Barisal	2020	2	15	23.4	12.8	0	1	88	57	5	6.2	283.75
Barisal	2020	2	16	28.4	14.6	0	1	87	57	4	7.2	255
Barisal	2020	2	17	29	14.3	0	2	88	56	5.7	5.5	303.88
Barisal	2020	2	18	29.8	14.8	0	2	87	44	8.3	2.9	378.63
Barisal	2020	2	19	29.8	15.6	0	2	75	36	7.9	3.3	367.13
Barisal	2020	2	20	29.6	15.6	0	2	75	46	7.2	4	347
Barisal	2020	2	21	30	15.4	0	2	88	46	7.9	3.3	367.13
Barisal	2020	2	22	31.6	15.2	0	3	75	38	7.2	4	347
Barisal	2020	2	23	32	15.6	0	2	75	56	6.7	4.5	332.63
Barisal	2020	2	24	29	15	0	2	77	56	7.4	3.8	352.75
Barisal	2020	2	25	23.8	17	0	1	78	71	2.9	8.3	223.38
Barisal	2020	2	26	22.6	16.6	0	1	88	79	0	11.2	140
Barisal	2020	2	27	21.4	15	0	1	88	63	0.8	10.4	163
Barisal	2020	2	28	28.8	15.2	0	2	88	53	6.4	4.8	324
Barisal	2020	2	29	31.4	15	0	2	88	46	6.5	4.7	326.88
Barisal	2020	3	1	29	15.4	0	2	75	72	7.8	4.1	412.74
Barisal	2020	3	2	30.6	15.6	0	3	88	46	9.1	2.8	454.1
Barisal	2020	3	3	29.6	17.6	0	3	78	53	8.2	3.7	425.47
Barisal	2020	3	4	30	18.8	2	2	78	53	6.4	5.5	368.21
Barisal	2020	3	5	30.6	19.6	2	3	89	56	6.4	5.5	368.21
Barisal	2020	3	6	27.8	19	1	2	88	56	5.8	6.1	349.12
Barisal	2020	3	7	26.8	19	0	1	90	42	2.6	9.3	247.31
Barisal	2020	3	8	29.6	19.6	0	1	78	65	2.6	9.3	247.31
Barisal	2020	3	9	30.6	18.8	0	2	89	46	6.2	5.7	361.84
Barisal	2020	3	10	30.8	16.2	0	3	88	36	9.1	2.8	454.1
Barisal	2020	3	11	33	16.8	0	4	78	33	9.2	2.7	457.28
Barisal	2020	3	12	34.6	20.2	0	4	79	50	8.8	3.1	444.56
Barisal	2020	3	13	35.8	21.2	0	3	79	53	8.3	3.6	428.65
Barisal	2020	3	14	34	21	0	3	79	60	6.6	5.3	374.57
Barisal	2020	3	15	34.6	22	0	4	78	56	9.6	2.3	470.01
Barisal	2020	3	16	32.8	21	0	3	88	72	7.8	4.1	412.74
Barisal	2020	3	17	33.6	20	0	3	79	42	7.1	4.8	390.48
Barisal	2020	3	18	34	20.2	0	5	79	42	9.2	2.7	457.28
Barisal	2020	3	19	33	20.6	0	5	90	50	9.2	2.7	457.28
Barisal	2020	3	20	33.2	21	0	3	90	42	8.8	3.1	444.56
Barisal	2020	3	21	35	19	0	3	79	42	9.2	2.7	457.28
Barisal	2020	3	22	31.6	19.8	0	2	78	56	5.2	6.7	330.03
Barisal	2020	3	23	32.6	19.8	0	4	90	42	9.2	2.7	457.28
Barisal	2020	3	24	33.6	20.8	0	4	90	56	8.4	3.5	431.83
Barisal	2020	3	25	32.6	20.6	0	4	91	50	8.6	3.3	438.2
Barisal	2020	3	26	34.6	20.8	0	4	91	28	8.9	3	447.74
Barisal	2020	3	27	36	23	0	5	80	30	9.5	2.4	466.83
Barisal	2020	3	28	37	23	0	5	90	45	8.4	3.5	431.83
Barisal	2020	3	29	35.6	22	0	5	80	36	10.3	1.6	492.28
Barisal	2020	3	30	35.6	22.8	0	4	90	43	9.1	2.8	454.1
Barisal	2020	3	31	35.8	21.2	0	2	90	37	8.7	3.2	441.38
Barisal	2020	4	1	38.8	20.8	0	3	78	19	8.9	3.7	465.08
Barisal	2020	4	2	37.6	20	0	3	82	49	9.1	3.5	471.55
Barisal	2020	4	3	33.8	20.4	0	3	86	50	7.2	5.4	410.09
Barisal	2020	4	4	36.8	23.6	0	3	91	59	7.6	5	423.03
Barisal	2020	4	5	33	23	13.3	2	90	52	2.6	10	261.3
Barisal	2020	4	6	34	20.8	3	2	90	31	7.7	4.9	426.26
Barisal	2020	4	7	35.6	24	0	3	91	40	9.2	3.4	474.78
Barisal	2020	4	8	31	24	0	1	90	50	2.2	10.4	248.36
Barisal	2020	4	9	34.8	22.6	0	2	87	43	6.8	5.8	397.15
Barisal	2020	4	10	35	23	0	3	91	52	8.7	3.9	458.61
Barisal	2020	4	11	32.2	21.6	0	4	91	56	9.2	3.4	474.78
Barisal	2020	4	12	35	21.8	0	3	90	59	7.7	4.9	426.26
Barisal	2020	4	13	36.6	20	0	5	90	50	8.8	3.8	461.85
Barisal	2020	4	14	35	25.6	0	4	91	46	8.6	4	455.38
Barisal	2020	4	15	34.8	23.6	0	4	91	53	8.5	4.1	452.14
Barisal	2020	4	16	34.6	24	0	4	90	53	8.6	4	455.38
Barisal	2020	4	17	35	26.6	0	4	91	59	7.9	4.7	432.73
Barisal	2020	4	18	32.8	22.8	0	5	91	59	8.9	3.7	465.08
Barisal	2020	4	19	28	24	0	5	90	58	8.7	3.9	458.61
Barisal	2020	4	20	32	22.8	6.2	3	92	61	5.2	7.4	345.4
Barisal	2020	4	21	32.2	22.6	0.2	2	90	60	0.2	12.4	183.67
Barisal	2020	4	22	32.2	22.8	13.3	3	91	50	6.4	6.2	384.21
Barisal	2020	4	23	32.4	22.6	6	2	90	75	5.5	7.1	355.1
Barisal	2020	4	24	29	21	55	NIL	90	75	5.1	7.5	342.16
Barisal	2020	4	25	28.8	21.2	32	3	90	75	6.3	6.3	380.98
Barisal	2020	4	26	28.6	20.8	10	2	90	83	4.7	7.9	329.23
Barisal	2020	4	27	29.6	21.8	0	3	90	92	5.6	7	358.34
Barisal	2020	4	28	29	22.6	28	2	90	75	4	8.6	306.58
Barisal	2020	4	29	28.2	22	0	2	90	83	5	7.6	338.93
Barisal	2020	4	30	30.2	23.6	0	2	91	66	6.2	6.4	377.75
Barisal	2020	5	1	29.6	24	16	3	90	67	5.6	7.6	369.07
Barisal	2020	5	2	31.6	23.8	15	NIL	90	66	7.5	5.7	430.91
Barisal	2020	5	3	29	23	0	2	91	83	6.2	7	388.6
Barisal	2020	5	4	32.6	23.6	10	2	91	66	7.2	6	421.15
Barisal	2020	5	5	31.4	24.8	0	3	91	74	9.1	4.1	482.99
Barisal	2020	5	6	30	21.2	4	2	90	68	5.1	8.1	352.8
Barisal	2020	5	7	32.6	22	7	3	90	60	9.2	4	486.25
Barisal	2020	5	8	35	21	0	4	0	68	9.5	3.7	496.01
Barisal	2020	5	9	35	21.4	0	4	91	60	9.5	3.7	496.01
Barisal	2020	5	10	35	24.8	0	4	91	84	8.8	4.4	473.23
Barisal	2020	5	11	34.6	24	0	3	81	67	8.7	4.5	469.97
Barisal	2020	5	12	35.4	24.8	0	3	91	66	8.4	4.8	460.21
Barisal	2020	5	13	35	24.6	0	4	91	68	8.7	4.5	469.97
Barisal	2020	5	14	35.6	26	0	4	91	69	8.7	4.5	469.97
Barisal	2020	5	15	34.6	26.6	0	4	91	61	8.9	4.3	476.48
Barisal	2020	5	16	35.2	26.8	0	4	92	69	9.4	3.8	492.76
Barisal	2020	5	17	36.2	27.6	0	5	92	0	9.3	3.9	489.5
Barisal	2020	5	18	36.6	25.8	0	4	91	68	8.6	4.6	466.72
Barisal	2020	5	19	28.4	27.6	43	2	92	76	2.4	10.8	264.92
Barisal	2020	5	20	27.6	25.6	17	2	91	82	1.4	11.8	232.37
Barisal	2020	5	21	28.4	25.4	2	2	91	83	3.6	9.6	303.97
Barisal	2020	5	22	32.8	25	0	3	91	76	5.6	7.6	369.07
Barisal	2020	5	23	34.6	25	0	4	92	67	9	4.2	479.74
Barisal	2020	5	24	32.4	27	0	5	91	67	9.6	3.6	499.27
Barisal	2020	5	25	32.2	27.4	0	4	87	92	7.3	5.9	424.4
Barisal	2020	5	26	32.6	27.2	0	4	91	74	8.4	4.8	460.21
Barisal	2020	5	27	33	27.8	117	2	82	80	0	13.2	186.8
Barisal	2020	5	28	26.6	27	0.2	2	80	76	5.6	7.6	369.07
Barisal	2020	5	29	32.2	22.8	12	3	91	76	6.7	6.5	404.87
Barisal	2020	5	30	31.8	24.4	5	2	91	75	4.1	9.1	320.25
Barisal	2020	5	31	32.6	24.6	2	3	91	76	7.8	5.4	440.68
Barisal	2020	6	1	34	24.6	24	3	90	68	5.3	8.2	360.04
Barisal	2020	6	2	35	24.8	9	3	91	76	9.2	4.3	485.75
Barisal	2020	6	3	32.8	24.2	0	4	91	76	8.1	5.4	450.3
Barisal	2020	6	4	29	25.2	27	2	92	91	1.4	12.1	234.33
Barisal	2020	6	5	32.6	24.6	0	3	91	84	7.5	6	430.96
Barisal	2020	6	6	32.2	25.8	7	2	92	84	4.4	9.1	331.03
Barisal	2020	6	7	32.8	26.2	0.2	3	91	66	5.4	8.1	363.26
Barisal	2020	6	8	33	26.8	0	3	92	76	5.5	8	366.49
Barisal	2020	6	9	35	26.6	0	5	91	68	8.7	4.8	469.64
Barisal	2020	6	10	31.6	27.6	4	2	92	76	2.6	10.9	273.01
Barisal	2020	6	11	29	26.8	3	2	91	74	0.2	13.3	195.65
Barisal	2020	6	12	28	26.4	35	1	91	92	0	13.5	189.2
Barisal	2020	6	13	28	26.4	26	1	91	91	0	13.5	189.2
Barisal	2020	6	14	31.6	26.2	2	2	91	83	4.5	9	334.25
Barisal	2020	6	15	31.6	26	20	1	91	83	2.7	10.8	276.23
Barisal	2020	6	16	29.8	25.8	57	1	91	83	1.3	12.2	231.1
Barisal	2020	6	17	27.8	25.6	45.2	1	91	96	0	13.5	189.2
Barisal	2020	6	18	26.6	26	14.3	1	90	96	0	13.5	189.2
Barisal	2020	6	19	29.4	25.4	14.5	2	91	75	0.5	13	205.32
Barisal	2020	6	20	31.8	26	0	4	91	83	7.7	5.8	437.4
Barisal	2020	6	21	29.6	26.2	0.2	2	91	83	3.4	10.1	298.8
Barisal	2020	6	22	32	26	4.3	2	96	83	6.3	7.2	392.27
Barisal	2020	6	23	31.8	26	2	2	91	91	3.8	9.7	311.69
Barisal	2020	6	24	33	26	0	4	92	75	7.1	6.4	418.06
